"","title","Author","Affiliation","Country","Zone","paper_zone","paper_country","Year","Journal","journals_2","field","bio_monet","main_method","biodiv_objective","partial_general","...16","biodiv_measure","biodiv_direct","biodiv_functional_historical","biodiv_indicator_level","biodiv_indicator_use","biodiv_proxy","...23","species_2","species","biodiv_type","ess_binary","ess_type","ess_measure","paper_empirical","method_static","method_resolution","method_spatial","spatial_ecology","spatial_economy","positive_normative","comments","affiliation_class","FLAG","keywords","keywords2","ecological_model","stoch_ecol","stoch_econ","habitat2","biodiv_type2","id_unique_author","last_names_author"
"589","On the Timing and Application of Pesticides","DARWIN C. HALL","ARE Berkeley","USA","North America","North America","USA",1973,"American Journal of Agricultural Economics","Economics","Economics","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Single species","Single","Not specified",0,"0","0","Theoretical","Dynamic","Closed form",NA,"Absent","Absent","Normative","Invasive species, Optimal pesticide use for pest","Economics (full, applied, agricultural, environmental, ecological)",NA,"Extinction","Invasive_species_infectious_disease","Population dynamics","Yes","No","Agriculture","Invasive_species",373,"hall"
"590","On the Timing and Application of Pesticides","RICHARD B. NORGAARD","ARE Berkeley",NA,"North America","North America","USA",1973,"American Journal of Agricultural Economics","Economics","Economics","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Single species","Single","Not specified",0,"0","0","Theoretical","Dynamic","Closed form",NA,"Absent","Absent","Normative","Invasive species, Optimal pesticide use for pest","Economics (full, applied, agricultural, environmental, ecological)",NA,"Extinction","Invasive_species_infectious_disease","Population dynamics","Yes","No","Agriculture","Invasive_species",374,"norgaard"
"591","Optimal Agricultural Pest Management with Increasing Pest Resistance","D. HUETH","resource economics at the University of Rhode Island","USA","North America","Mixed : Asia America","Israel & USA",1974,"American Journal of Agricultural Economics","Economics","Economics","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Single species","Single","Not specified",0,"0","0","Theoretical","Dynamic","Closed form",NA,"Absent","Absent","Normative","Invasive species, Optimal pesticide use for pest","Economics (full, applied, agricultural, environmental, ecological)",NA,"Extinction","Invasive_species_infectious_disease","Population dynamics","No","No","Agriculture","Invasive_species",212,"hueth"
"592","Optimal Agricultural Pest Management with Increasing Pest Resistance","Uri Regev","economics at Tel-Aviv University","Israel","Asia","Mixed : Asia America","Israel & USA",1974,"American Journal of Agricultural Economics","Economics","Economics","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Single species","Single","Not specified",0,"0","0","Theoretical","Dynamic","Closed form",NA,"Absent","Absent","Normative","Invasive species, Optimal pesticide use for pest","Economics (full, applied, agricultural, environmental, ecological)",NA,"Extinction","Invasive_species_infectious_disease","Population dynamics","No","No","Agriculture","Invasive_species",362,"regev"
"593","Single-species versus multiple-species models: the economic implications","Christopher M. Fleming","Sustainable Development Policy Team, Ministry for the Environment, P.O. Box 10362, Wellington, New-Zealand","New-Zealand","Oceania","Mixed : Oceania America","USA & New-Zealand",2003,"Ecological Modelling","Ecology","Ecology","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Not specified",0,"0","0","Theoretical","Dynamic","Closed form",NA,"Absent","Absent","Normative","Predator prey model, don’t know whether it’s conservation or harvesting?","Sustainable sciences (environmental science, engineering)",NA,"Extinction","Extinction","Population dynamics","No","No","Not applicable","Not applicable",375,"fleming"
"594","Single-species versus multiple-species models: the economic implications","Robert R. Alexander","Department of Environmental Studies, Sweet Briar College, Sweet Briar, VA 24595, USA","USA","North America","Mixed : Oceania America","USA & New-Zealand",2003,"Ecological Modelling","Ecology","Ecology","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Not specified",0,"0","0","Theoretical","Dynamic","Closed form",NA,"Absent","Absent","Normative","Predator prey model, don’t know whether it’s conservation or harvesting?","Sustainable sciences (environmental science, engineering)",NA,"Extinction","Extinction","Population dynamics","No","No","Not applicable","Not applicable",24,"alexander"
"595","A bioeconomic analysis of bushmeat hunting","R. Damania","School of Economics, University of Adelaide, Adelaide 5001, Australia","Australia","Oceania","Mixed : Europe Oceania","UK & Australia",2005,"Proceedings of the Royal Society","Sustainable science","Other","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Animal - Mammalia - not known -  Wildlife",0,"0","0","Theoretical","Dynamic","Numerical",NA,"Absent","Absent","Normative","Hunting of bushmeat with different techniques & agents / extinction - harvesting or institutions","Ecology & Economics",NA,"Extinction","Extinction","Population dynamics","No","Yes","Wilderness","remarkable_endangered",349,"damania"
"596","A bioeconomic analysis of bushmeat hunting","E. J. Milner-Gulland","Department of Environmental Science and Technology, Imperial College London,","UK","Europe","Mixed : Europe Oceania","UK & Australia",2005,"Proceedings of the Royal Society","Sustainable science","Other","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Animal - Mammalia - not known -  Wildlife",0,"0","0","Theoretical","Dynamic","Numerical",NA,"Absent","Absent","Normative","Hunting of bushmeat with different techniques & agents / extinction - harvesting or institutions","Ecology & Economics",NA,"Extinction","Extinction","Population dynamics","No","Yes","Wilderness","remarkable_endangered",203,"milner-gulland"
"597","A bioeconomic analysis of bushmeat hunting","D. J. Crookes","Department of Environmental Science and Technology, Imperial College London,","UK","Europe","Mixed : Europe Oceania","UK & Australia",2005,"Proceedings of the Royal Society","Sustainable science","Other","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Animal - Mammalia - not known -  Wildlife",0,"0","0","Theoretical","Dynamic","Numerical",NA,"Absent","Absent","Normative","Hunting of bushmeat with different techniques & agents / extinction - harvesting or institutions","Ecology & Economics",NA,"Extinction","Extinction","Population dynamics","No","Yes","Wilderness","remarkable_endangered",376,"crookes"
"598","Land Conversion, Interspecific competition and bioinvasion in a tropical ecosystem","Edward B. Barbier","Department of Economics & Finance,
University of Wyoming","USA","North America","North America","USA",2007,"Journal of Agricultural and Applied Economics","Economics","Economics","No","CBA","Output","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Plant",NA,NA,NA,"Theoretical","Dynamic","Numerical",NA,"Implicit","Absent","Normative","Implicit space because of migration, land is key - extinction disinvestment","Economics (full, applied, agricultural, environmental, ecological)",NA,"Extinction","Invasive_species_infectious_disease","Population dynamics","No","No","Multiple : forest and agriculture","Invasive_species",20,"barbier"
"599","A simple approach to optimal control of invasive species","Alan Hastings","Department of Environmental Science and Policy, University of California, Davis,","USA","North America","North America","USA & Canada",2006,"Theoretical Population Biology","Ecology","Ecology","Yes","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Single species","Single","Plant - not known - not known - Sporobolus Alterniflora",0,"0","0","Empirical","Dynamic","Numerical",NA,"Absent","Absent","Normative","Invasive species, Optimal removal","Sustainable sciences (environmental science, engineering)",NA,"Extinction","Invasive_species_infectious_disease","Population dynamics","No","No","Agriculture","Invasive_species",238,"hastings"
"600","A simple approach to optimal control of invasive species","Richard J. Hall","Department of Environmental Science and Policy, University of California, Davis,","USA","North America","North America","USA & Canada",2006,"Theoretical Population Biology","Ecology","Ecology","Yes","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Single species","Single","Plant - not known - not known - Sporobolus Alterniflora",0,"0","0","Empirical","Dynamic","Numerical",NA,"Absent","Absent","Normative","Invasive species, Optimal removal","Sustainable sciences (environmental science, engineering)",NA,"Extinction","Invasive_species_infectious_disease","Population dynamics","No","No","Agriculture","Invasive_species",373,"hall"
"601","A simple approach to optimal control of invasive species","Caz M. Taylor","Department of Biological Sciences, Simon Fraser University, 8888 University Drive, Burnaby","Canada","North America","North America","USA & Canada",2006,"Theoretical Population Biology","Ecology","Ecology","Yes","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Single species","Single","Plant - not known - not known - Sporobolus Alterniflora",0,"0","0","Empirical","Dynamic","Numerical",NA,"Absent","Absent","Normative","Invasive species, Optimal removal","Sustainable sciences (environmental science, engineering)",NA,"Extinction","Invasive_species_infectious_disease","Population dynamics","No","No","Agriculture","Invasive_species",290,"taylor"
"602","Prevention or Control: Optimal Government Policies for Invasive Species Management","c.s. Kim","Economic Research Service","USA","North America","North America","USA",2006,"Agricultural and Resource Economics Review","Economics","Economics","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Single species","Single","Not specified",0,"0","0","Theoretical","Dynamic","Closed form",NA,"Absent","Absent","Normative","Invasive species, Optimal removal, choice between detection and control","Economics (full, applied, agricultural, environmental, ecological)",NA,"Extinction","Invasive_species_infectious_disease","Population dynamics","Yes","No","Agriculture","Invasive_species",377,"kim"
"603","Prevention or Control: Optimal Government Policies for Invasive Species Management","Ruben N. Lubowski","Economic Research Service","USA","North America","North America","USA",2006,"Agricultural and Resource Economics Review","Economics","Economics","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Single species","Single","Not specified",0,"0","0","Theoretical","Dynamic","Closed form",NA,"Absent","Absent","Normative","Invasive species, Optimal removal, choice between detection and control","Economics (full, applied, agricultural, environmental, ecological)",NA,"Extinction","Invasive_species_infectious_disease","Population dynamics","Yes","No","Agriculture","Invasive_species",378,"lubowski"
